,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,n_words,vader_sentiment,rel_char_len
3490,2088389,Entire Sun Drenched Apartment in Clinton Hill,234918,Mariya,Brooklyn,Clinton Hill,40.68476,-73.96672,Entire home/apt,100,30,17,2017-08-30,0.25,1,0,7,0.0,0.9
14033,10702489,Charming room in Victorian house,14796247,Sandra And Cary,Brooklyn,Flatbush,40.64266,-73.96492,Private room,49,7,22,2019-02-28,0.54,4,269,5,0.5859,0.64
47831,35941134,Comfortable Living Space,270340525,Marcelia,Brooklyn,East New York,40.66548,-73.86935,Private room,60,1,1,2019-06-24,1.0,1,361,3,0.5106,0.48
25794,20639628,Spacious comfortable master bedroom with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68173,-73.91342,Private room,0,1,93,2019-06-15,4.28,6,176,7,0.7269,1.0
43165,33490968,2BR High Ceiling Zen Sanctuary in Artsy Bushwick,234270791,April G,Brooklyn,Bushwick,40.69627,-73.93076,Private room,100,5,2,2019-05-27,0.7,3,94,8,0.0,0.96
20917,16560739,Spacious Master Bedroom 20 mins. from NYC,108786369,Kwana,Brooklyn,Bedford-Stuyvesant,40.6933,-73.9541,Entire home/apt,130,3,8,2017-05-29,0.27,1,0,8,0.0,0.82
1875,832596,Spacious 1 BR Near the Water UES,1723222,Nick,Manhattan,Upper East Side,40.77613,-73.94872,Entire home/apt,250,4,1,2016-05-24,0.03,1,0,7,0.0,0.64
14884,11812986,Charming Soho Loft,1162642,Emily,Manhattan,Nolita,40.72295,-73.99481,Private room,250,1,2,2016-03-26,0.05,2,0,3,0.5859,0.36
45914,35000795,Cozy 2-Bedroom Loft Blocks away to Apollo Theater,102866746,Neh,Manhattan,Harlem,40.80529,-73.94718,Entire home/apt,300,2,1,2019-06-23,1.0,1,179,8,-0.2263,0.98
10181,7801262,"COZY ZEN 1 bedroom, top of CENTRAL PARK!  safe :)",2083759,Mei,Manhattan,Harlem,40.79996,-73.95485,Entire home/apt,104,3,42,2019-06-08,0.89,1,219,13,0.7901,0.98
39253,30591382,Comfy Room w/ Bunk Bed - Great for Friends!,227679456,Jimmy,Brooklyn,Prospect-Lefferts Gardens,40.66019,-73.9413,Private room,55,1,25,2019-06-29,3.52,7,42,10,0.8172,0.86
28005,21885544,"Quirky, bright 1bed apartment in historic Brooklyn",2749343,Kaity,Brooklyn,Bedford-Stuyvesant,40.68541,-73.94692,Entire home/apt,80,5,1,2018-01-04,0.05,1,0,8,0.4404,1.0
1623,739242,1 BR Modern Luxury Apart w W/D Steps From Park,15145088,Izi,Manhattan,Upper West Side,40.78747,-73.97238,Entire home/apt,185,30,8,2018-10-15,0.1,8,346,10,0.0,0.92
30167,23273907,"**Cozy room, good location, 20 mins to Manhattan",173249074,Svetlana,Brooklyn,Bath Beach,40.60434,-74.0169,Private room,50,4,36,2019-06-26,2.19,2,316,12,0.4404,0.96
7126,5179785,3 bedroom 2 1/2 bath duplex Park Slope,10711342,Mr. & Mrs. Kris,Brooklyn,Sunset Park,40.66298,-73.99012,Entire home/apt,150,5,1,2018-08-14,0.09,1,0,8,0.0,0.76
3656,2198970,BEAUTIFUL 1 BEDROOM,4173868,Maryam,Manhattan,Washington Heights,40.84531,-73.93583,Private room,55,7,9,2017-09-22,0.14,1,0,3,0.5994,0.38
17357,13696003,"Beautiful, well-lit pre-war apt",3792661,Ben,Manhattan,Morningside Heights,40.80974,-73.96034,Private room,90,7,4,2017-12-17,0.12,1,0,5,0.5994,0.62
17987,14092236,Big bright room in 3 bedroom duplex,84779589,Maba,Brooklyn,Crown Heights,40.67112,-73.93368,Private room,65,1,149,2019-06-25,4.17,3,185,7,0.4404,0.7
10040,7711899,FEMALE ONLY 'Heaven'PrivateBed/SharedSpace w/Wifi,40509550,Denise,Manhattan,Washington Heights,40.84805,-73.94209,Shared room,42,1,14,2018-11-01,0.3,1,363,4,0.0,0.98
9269,7086539,LARGE APARTMENT near TRAIN!!,24982709,Jermaine Antonio,Brooklyn,Bushwick,40.68774,-73.9155,Entire home/apt,110,29,103,2019-02-28,2.16,1,222,6,0.0,0.56
37384,29674710,Great New York-korea town1~2,179336958,Ruby,Manhattan,Midtown,40.74595,-73.98509,Private room,65,3,3,2019-06-03,1.53,6,359,4,0.6249,0.56
4446,3040654,Sunny Bedroom In Astoria!,6041,Miranda,Queens,Ditmars Steinway,40.77748,-73.90971,Private room,47,2,14,2018-01-02,0.28,1,0,5,0.4753,0.5
21000,16630594,Private room with private entrance in Greenpoint!,51024366,Marie,Brooklyn,Greenpoint,40.73824,-73.9537,Private room,99,2,6,2019-05-18,0.27,1,364,8,0.0,0.98
20754,16442660,Private Room in East Harlem,107830392,Nuries,Manhattan,East Harlem,40.79528,-73.9478,Private room,75,1,91,2018-05-28,2.95,1,188,5,0.0,0.54
19865,15918889,Private room in beautiful Williamsburg apartment,14315424,Alexa,Brooklyn,Williamsburg,40.70781,-73.95324,Private room,58,2,6,2017-12-31,0.2,1,0,6,0.5994,0.96
47264,35665927,AMAZING MANHATTAN SKYLINE VIEW,13813923,Maria,Queens,Long Island City,40.74383,-73.951,Private room,55,1,2,2019-06-28,2.0,2,293,4,0.5859,0.6
29177,22400254,large room and convenient to train and JFK. #4,82367658,John,Queens,Richmond Hill,40.68985,-73.82003,Private room,40,3,7,2019-06-13,0.38,5,313,11,0.0,0.92
29951,23058686,Sunny South Williamsburg Studio,4445657,Max,Brooklyn,Williamsburg,40.71218,-73.96711,Entire home/apt,75,7,2,2018-04-28,0.13,1,0,4,0.4215,0.62
9356,7160363,LOVE Central Park Room Private Bath,25517905,Andreias,Manhattan,Upper West Side,40.79632,-73.96225,Private room,99,1,222,2019-06-20,4.56,3,251,6,0.7125,0.7
33215,26224149,Brooklyn home with the view,191901037,Marsha,Brooklyn,Sheepshead Bay,40.58338,-73.93961,Private room,75,10,2,2019-05-08,0.2,2,146,5,0.0,0.54
34224,27140547,Manhattan Apartment in the heart of Harlem,204336983,Joseph & Joséphine,Manhattan,East Harlem,40.806,-73.94082,Private room,90,2,2,2019-01-01,0.18,1,11,7,0.0,0.84
29826,22953160,Well-Lit Apartment in the East Village!,66111674,Charles,Manhattan,East Village,40.72545,-73.98279,Private room,75,1,15,2018-07-22,0.88,1,0,7,0.0,0.78
47699,35873317,Cozy and beautiful studio near Times Square,269822898,Jenny,Manhattan,Hell's Kitchen,40.76097,-74.00026,Entire home/apt,135,1,1,2019-07-01,1.0,1,9,7,0.5994,0.86
35267,27963404,West Village Prime Location Light and Chic,72420514,Cate,Manhattan,West Village,40.73723,-74.00845,Entire home/apt,214,1,8,2019-05-07,0.75,3,296,7,0.2732,0.84
37844,29957016,Comfy Boerum Hill apartment - great for families,14517154,Jaime,Brooklyn,Boerum Hill,40.68589,-73.98543,Entire home/apt,300,2,1,2018-12-30,0.16,1,0,8,0.6249,0.96
36040,28637994,Spacious Room in Upper Manhattan,2605122,Jessica,Manhattan,Harlem,40.8072,-73.94513,Private room,55,28,3,2018-10-30,0.33,1,0,5,0.0,0.64
9264,7083264,"PERFECT: Times Squ., Broadway CntPrk, Bars, Eats,",32212535,Bronson & Sam,Manhattan,Hell's Kitchen,40.76551,-73.98899,Shared room,116,2,101,2018-12-01,2.07,2,42,12,0.6633,0.98
5375,3883020,Huge Apartment! Convenient! Artsy! Comfy!,12556197,Rez,Brooklyn,Crown Heights,40.66856,-73.95619,Entire home/apt,104,5,45,2019-06-30,0.77,2,159,9,0.5374,0.82
5185,3741945,Have your NYC experience with us!,18836774,Jime,Manhattan,Upper East Side,40.77707,-73.95652,Private room,71,3,55,2019-06-01,1.03,5,156,7,0.0,0.66
1654,751851,Spacious 3 bedroom in Park Slope ,3010682,Philippa,Brooklyn,Park Slope,40.66777,-73.97781,Entire home/apt,250,10,4,2015-12-28,0.05,1,0,6,0.0,0.66
12883,9810696,MANNYS' PLACE,50541121,Jesus,Manhattan,Hell's Kitchen,40.76385,-73.98669,Entire home/apt,199,2,137,2019-06-24,3.14,1,317,3,0.0,0.26
8861,6795568,[203] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.7614,-73.98954,Private room,155,1,179,2019-06-20,3.66,11,243,9,0.0,0.64
45207,34601499,Sun-drenched private room in 1BR Harlem apt,53638710,Kay,Manhattan,Harlem,40.823,-73.93966,Private room,49,2,1,2019-05-27,0.7,1,23,7,0.0,0.86
13139,9927400,bedroom in converted warehouse,22414947,Frank,Brooklyn,Williamsburg,40.71147,-73.96745,Private room,70,1,1,2016-01-05,0.02,1,0,4,0.0,0.6
42569,33044270,Quite clean queen size bedroom,154234826,Max,Manhattan,Harlem,40.82039,-73.94402,Private room,50,3,4,2019-05-23,1.97,1,9,5,0.4576,0.6
9806,7545750,Light Filled Studio Apartment,39539952,Jennifer,Manhattan,Inwood,40.86464,-73.92768,Entire home/apt,67,14,7,2018-09-08,0.15,1,21,4,0.0,0.58
40759,31648320,"Times Square Suite with amazing views, high rise !",237283897,Mj,Manhattan,Theater District,40.75412,-73.98601,Entire home/apt,119,1,18,2019-06-21,3.18,1,302,10,0.6239,1.0
13896,10525911,Big Bright Quiet Williamsburg Townhouse Family Apt,41177070,Dennis,Brooklyn,Williamsburg,40.71402,-73.94432,Entire home/apt,245,3,16,2018-09-24,0.4,2,66,7,0.4404,1.0
38011,30038208,LUX TOP LOC OWN ENTRY GUEST SUITE 1BR+SPABATH+LV!,225706084,Mikki & Doni,Brooklyn,Prospect-Lefferts Gardens,40.65786,-73.95813,Entire home/apt,135,2,29,2019-06-29,4.01,1,80,9,0.2714,0.98
9756,7500270,Peaceful and Spacious Brooklyn Gem,21742272,Jenny,Brooklyn,Midwood,40.62467,-73.96406,Entire home/apt,88,2,13,2017-09-14,0.37,1,0,5,0.4939,0.68
2625,1377820,"Great Studio in Chelsea, New York",7463731,Alessandro,Manhattan,Chelsea,40.74572,-73.99637,Entire home/apt,180,4,28,2016-05-18,0.4,1,280,7,0.6249,0.66
47440,35736648,Cozy private Apartment in great area 30min to NYC,110644265,Ahmad,Queens,Rego Park,40.72733,-73.86047,Entire home/apt,75,1,2,2019-06-23,2.0,1,1,9,0.6249,0.98
44240,34124075,Stay with a native New Yorker!,257585150,Lynne,Manhattan,Upper East Side,40.77167,-73.95529,Private room,120,1,2,2019-06-30,2.0,1,311,7,0.0,0.6
11911,9276634,2-bedroom in the heart of the EV!,46323876,Mario,Manhattan,East Village,40.72765,-73.98199,Entire home/apt,199,2,1,2015-11-28,0.02,1,0,8,0.0,0.66
29813,22938753,Luxury Studio near Central Park - Times Square,4920221,UBliss,Manhattan,Midtown,40.76551,-73.98315,Entire home/apt,189,29,3,2018-10-27,0.27,1,358,8,0.0,0.92
23254,18828803,Amazing Apt step away from the Time Square/72C,48146336,Irina,Manhattan,Hell's Kitchen,40.76136,-73.99309,Entire home/apt,160,30,4,2018-06-16,0.17,20,313,8,0.5859,0.92
34437,27308432,Mid-century modern garden oasis,14297465,Thomas,Brooklyn,Crown Heights,40.67189,-73.95624,Entire home/apt,135,3,42,2019-07-05,3.82,1,100,4,0.0,0.62
24282,19554164,Beautiful East Village Gem,137384468,Emily,Manhattan,East Village,40.73075,-73.98636,Private room,80,1,4,2017-08-01,0.16,1,0,4,0.5994,0.52
25976,20744490,Williamsburg home away from home,48153723,Dana,Brooklyn,Williamsburg,40.7079,-73.96609,Private room,70,7,8,2018-03-15,0.43,1,0,5,0.0,0.64
22618,18291740,In the Heart of the East Village,2308459,Judith,Manhattan,East Village,40.72734,-73.98338,Private room,85,3,5,2019-07-01,0.24,1,9,7,0.0,0.64
31045,24086178,2 Bedroom Astoria Beautiful,6523823,Louis,Queens,Ditmars Steinway,40.77516,-73.91792,Entire home/apt,103,5,1,2018-04-22,0.07,1,0,4,0.5994,0.54
40237,31208062,cozy bright apartment in high end building,233382915,Tzivya,Brooklyn,Bedford-Stuyvesant,40.69567,-73.95133,Entire home/apt,150,2,3,2019-06-19,0.69,1,34,7,0.4404,0.84
26104,20818955,Cozy Room in a Friendly House CLOSE TO SUBWAY,463061,Lise,Queens,Woodhaven,40.69621,-73.8502,Private room,49,2,8,2019-05-19,0.51,2,96,9,0.4939,0.9
1563,708637,Cozy bedroom near Manhattan & airport,3644693,Eugenia,Queens,Jackson Heights,40.74869,-73.88293,Private room,68,28,55,2019-06-01,0.67,2,89,6,0.0,0.74
35463,28135177,West Village Dream - sunny bedroom,22508819,Camille,Manhattan,West Village,40.73039,-74.00208,Private room,140,5,4,2019-05-13,0.39,1,0,6,0.5859,0.68
24528,19721906,"1 month min, Cozy Midtown East/UES studio!",10440694,Gia,Manhattan,Upper East Side,40.76212,-73.96358,Entire home/apt,150,30,88,2019-06-22,3.67,1,3,9,0.0,0.84
3048,1798210,NYC Super Cool East Village 1 BD,9430658,Maegan,Manhattan,East Village,40.72878,-73.97854,Entire home/apt,150,1,26,2016-09-05,0.38,1,0,7,0.7351,0.64
16837,13427658,Comfortable room 15 minutes to Manhattan,49568280,Hakan,Queens,Ditmars Steinway,40.77679,-73.91366,Private room,38,1,14,2019-06-30,1.46,3,24,6,0.5106,0.8
40611,31494165,Sunny Cosy Private Room Hell's Kitchen & Broadway,33464426,Natasha,Manhattan,Hell's Kitchen,40.76453,-73.98527,Private room,80,3,8,2019-05-29,1.4,1,0,9,0.4215,0.98
36011,28611271,Cozy Room in Steinway st. with a firescape view!,150439529,Marina,Queens,Astoria,40.76677,-73.91315,Private room,70,4,6,2019-05-26,0.68,1,63,10,0.0,0.96
2193,1024135,Beautiful UES Studio with Backyard for Sublet,261530,Melissa,Manhattan,Upper East Side,40.77421,-73.9528,Entire home/apt,105,45,20,2017-01-03,0.26,1,109,7,0.5994,0.9
14813,11730376,Creative Sanctuary Studio/1BR,1700752,Iliana,Queens,Elmhurst,40.74297,-73.87508,Entire home/apt,62,2,1,2019-03-29,0.29,1,0,3,0.4404,0.58
13066,9888174,2-bd apt 20min metro to Manhattan,56326,Mehrnoush,Brooklyn,Flatbush,40.65234,-73.95329,Entire home/apt,155,1,1,2016-01-06,0.02,1,0,6,0.0,0.66
24605,19785259,Lower East Side - Bare Bones,53821069,Daniel,Manhattan,Lower East Side,40.72276,-73.9886,Entire home/apt,94,1,8,2017-07-28,0.33,1,0,6,-0.296,0.56
33825,26794624,Dreamer Room,201416245,Fransheska,Brooklyn,Bedford-Stuyvesant,40.68862,-73.95572,Private room,65,30,35,2019-06-19,3.06,3,365,2,0.0,0.24
32444,25421108,"Small, cosy room for the solo traveler!!",4274857,Helena,Manhattan,Lower East Side,40.72013,-73.98842,Private room,80,3,30,2019-06-22,2.31,3,76,10,0.0,0.8
6141,4494217,Stylish West Village Artists Penthouse Loft,22720650,Duane,Manhattan,West Village,40.73604,-74.0056,Entire home/apt,130,30,1,2018-12-24,0.15,2,0,6,0.0,0.86
12328,9517488,Studio in the fabulous West Village,31248442,Hayley Lynn,Manhattan,West Village,40.7347,-74.00784,Entire home/apt,150,2,1,2018-05-21,0.07,1,0,6,0.5267,0.7
13976,10612564,Apartment share near Lincoln Center,54763152,Mary Sue,Manhattan,Upper West Side,40.77929,-73.98513,Private room,99,4,68,2019-06-06,1.62,1,57,5,0.296,0.7
38096,30082832,Cozy 2BD Parlor Level w/ Deck Apt in Brooklyn,226048286,Denise,Brooklyn,Clinton Hill,40.69415,-73.96581,Entire home/apt,250,2,30,2019-07-06,5.29,1,274,9,0.0,0.9
32756,25807578,Cute Brooklyn One Bedroom Apartment,22208953,Kirstie,Brooklyn,Prospect-Lefferts Gardens,40.65548,-73.95707,Entire home/apt,100,7,5,2018-08-06,0.39,1,1,5,0.4588,0.7
23277,18851906,2 bed home in Upper West-4 people fit!,59884496,Liliana,Manhattan,Upper West Side,40.77127,-73.98191,Entire home/apt,270,2,8,2018-12-31,0.43,1,0,9,0.4199,0.76
37153,29522531,Private Cozy Room,14719992,Yoni,Brooklyn,Cypress Hills,40.67959,-73.89209,Private room,31,1,14,2019-06-08,1.72,3,210,3,0.0,0.34
20521,16334336,Modern Ridgewood Apartment!,105079063,Manuel,Queens,Ridgewood,40.69857,-73.90618,Private room,65,4,20,2017-12-27,0.64,1,0,4,0.0,0.54
21268,16912472,Private East Village Bedroom &Roof Deck(manhattan),51850937,Joe,Manhattan,East Village,40.72951,-73.98239,Private room,90,1,200,2019-06-22,6.79,3,272,10,0.0,1.0
34376,27257936,AWESOME SUNNY 2 BEDS A NEAR 3 METROS WILLIAMSBURG,189646908,Jolene And Ryan,Brooklyn,Williamsburg,40.7089,-73.94447,Private room,86,2,17,2019-06-02,1.53,3,342,9,0.7845,0.98
38896,30430235,MANHATTAN WEST - SUNNY KING ROOM,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75505,-73.99811,Private room,179,1,16,2019-05-30,2.22,30,363,6,0.4215,0.64
22256,17944140,Cheap Cosy room w/desk quiet area 10mn from JFK,107455767,Guelma,Queens,Rosedale,40.65377,-73.73087,Private room,35,15,38,2018-06-24,1.4,5,311,9,0.0,0.94
11940,9300634,Cozy Boerum Hill Apartment,15895218,Amy,Brooklyn,Carroll Gardens,40.68423,-73.98996,Entire home/apt,134,2,2,2016-02-22,0.05,2,0,4,0.0,0.52
22773,18439203,Brooklyn Beauty!!,127814176,Erica,Brooklyn,East New York,40.66556,-73.88323,Entire home/apt,115,2,118,2019-07-01,4.47,1,121,4,0.658,0.34
32314,25287087,Room in Beautiful Light- & Plant-Filled Apartment,5043049,Hilary,Brooklyn,Bedford-Stuyvesant,40.69217,-73.95823,Private room,80,1,1,2018-06-17,0.08,1,0,7,0.5994,0.98
12377,9545498,Private Room in East Village,40316314,Chris,Manhattan,East Village,40.72363,-73.98234,Private room,80,1,1,2015-11-29,0.02,2,0,5,0.0,0.56
10180,7801169,Spacious apt in the heart of EV,1619994,Emma,Manhattan,East Village,40.72822,-73.98639,Entire home/apt,150,4,11,2019-04-09,0.25,1,0,7,0.0,0.62
9240,7064935,Private Room in Gorgeous  Apartment In Manhattan,33622924,Besinfe,Manhattan,Harlem,40.8298,-73.94683,Private room,70,1,141,2019-06-20,2.99,4,348,7,0.6124,0.96
9148,7002884,Studio with East River View,36713105,Markus,Manhattan,East Harlem,40.78551,-73.94167,Entire home/apt,99,3,4,2016-06-15,0.1,1,0,5,0.0,0.54
15361,12311270,Sunny Greenpoint Designer's Pad!,473701,Cla,Brooklyn,Greenpoint,40.73708,-73.95454,Entire home/apt,112,10,11,2019-04-25,0.28,1,21,6,0.4753,0.64
39425,30733474,Flex Chk In Times - NYC Quick Stay,228263278,475,Manhattan,Harlem,40.8241,-73.94682,Private room,95,2,4,2019-06-16,0.93,4,180,8,0.0,0.68
15918,12869561,West 15th Street Cozy Chelsea 1bd Serviced Apt,22541573,Ken,Manhattan,Chelsea,40.73887,-73.99983,Entire home/apt,191,30,1,2018-07-31,0.09,87,323,8,0.0,0.92
22204,17887213,Beautiful 2 Bedroom suite in Bedford Stuyvesant.,17859338,Jacqueline,Brooklyn,Bedford-Stuyvesant,40.68476,-73.95471,Entire home/apt,160,5,59,2019-07-04,2.4,2,243,8,0.5994,0.96
35301,28001862,Garden Oasis,8056254,Lou,Manhattan,East Village,40.72795,-73.97768,Entire home/apt,225,2,2,2019-01-02,0.22,1,0,2,0.0,0.24
9183,7026258,Airy Living Room | 15 min. to GC,33736005,Sarah,Queens,Sunnyside,40.74439,-73.92163,Shared room,50,1,1,2015-06-28,0.02,2,0,9,0.0,0.64
44002,33990485,Sonder | Stock Exchange | Timeless 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70714,-74.01208,Entire home/apt,256,2,4,2019-06-18,2.79,327,292,9,0.0,0.96
7826,5965946,Private Master Bed-Queen Pillowtop & PRIVATE BATH,4308068,Crystal,Brooklyn,Bushwick,40.69904,-73.91282,Private room,65,2,37,2019-06-23,0.78,1,0,7,0.0,0.98
17074,13544120,MY HOME / YOUR HOME /BEAUTIFUL HUGE 1BR,1475015,Mike,Manhattan,Midtown,40.75683,-73.9659,Entire home/apt,95,30,5,2019-05-30,0.23,52,342,8,0.3182,0.78
13392,10043064,"Full Apartment NYE! 2BR, fits 6!",51552511,Shelby,Manhattan,Harlem,40.82364,-73.94556,Entire home/apt,150,2,2,2016-01-03,0.05,1,0,9,0.0,0.64
26257,20933293,Cozy Moroccan 1BR APT in the heart of Astoria,150489232,Rhita,Queens,Astoria,40.76759,-73.92463,Private room,50,1,142,2019-06-21,6.44,1,115,9,0.0,0.9
5210,3765357,Feel at home in Manhattan at charming NY apartment,5160726,Tony,Manhattan,Kips Bay,40.73967,-73.98041,Entire home/apt,200,13,3,2016-05-15,0.05,1,166,9,0.5859,1.0
18777,14868631,Cozy Bed Stuy Getaway,40222216,Stephanie,Brooklyn,Bedford-Stuyvesant,40.68327,-73.92598,Entire home/apt,136,2,7,2019-06-26,2.84,1,255,4,0.0,0.42
45467,34774436,Beautiful private bedroom in Brooklyn,210799153,Brandon,Brooklyn,Bedford-Stuyvesant,40.68718,-73.94797,Private room,56,1,2,2019-06-17,1.58,3,0,5,0.5994,0.74
24719,19853102,Fanta Sea Home,131777975,Jewell,Brooklyn,Brownsville,40.66293,-73.91729,Private room,90,4,4,2019-01-01,0.2,3,89,3,0.0,0.28
2365,1150869,Large UWS Apt $170.00/day May 2018- September 2018,6142196,Neni,Manhattan,Morningside Heights,40.80815,-73.96779,Entire home/apt,170,30,4,2018-01-01,0.07,1,1,9,0.0,1.0
3103,1842739,Large Eco bedroom on the River,8976567,Y&Y,Manhattan,Kips Bay,40.73544,-73.97465,Private room,118,5,51,2019-06-10,0.76,1,201,6,0.0,0.6
1799,807882,Apt in Heart of Williamsburg,4250697,Brandon,Brooklyn,Williamsburg,40.71986,-73.95925,Entire home/apt,149,4,1,2013-06-30,0.01,1,0,5,0.0,0.56
26023,20770559,Big cozy private room next to the Park,4982459,Mariana,Brooklyn,Flatbush,40.65247,-73.96399,Private room,44,3,1,2017-09-20,0.05,3,0,8,0.0,0.76
31474,24497152,Stunning Elevator 2 Bedroom Midtown East,61391963,Corporate Housing,Manhattan,Midtown,40.75569,-73.96679,Entire home/apt,150,30,1,2018-06-29,0.08,91,332,6,0.3818,0.8
38049,30059328,Two Blocks from Washington Square Park!!,41194120,Melissa,Manhattan,Greenwich Village,40.72978,-73.99982,Entire home/apt,275,1,4,2019-05-26,0.61,1,0,8,-0.3578,0.8
4024,2526152,"Sunny, Child Friendly Loft. ",11825464,SirRoan,Brooklyn,Crown Heights,40.67901,-73.96237,Private room,105,1,1,2014-05-02,0.02,1,0,6,0.7184,0.56
42184,32745294,Packaged for one plus group (QUEEN),242631139,Glen,Brooklyn,East Flatbush,40.6472,-73.92951,Private room,100,2,4,2019-06-23,1.85,4,360,8,0.0,0.7
26593,21161038,Red Hook Garden Apartment,11310249,Adam,Brooklyn,Red Hook,40.67844,-74.01058,Entire home/apt,120,2,98,2019-06-10,4.64,1,193,4,0.0,0.5
45977,35010433,温馨旅店(2),263740985,Yongqiu,Queens,Flushing,40.75291,-73.83135,Private room,80,1,2,2019-06-06,1.76,3,359,4,0.0,0.14
18431,14489615,Cozy 1br mins from CASINO JFK & NYC (2nd Apt),8552126,Claudius,Queens,Jamaica,40.66933,-73.77818,Entire home/apt,60,3,60,2019-05-12,1.71,2,0,12,0.0,0.9
26998,21378123,Studio apt direct access to Mantattan and Brooklyn,154828245,Ping,Staten Island,New Springville,40.58508,-74.16162,Entire home/apt,58,1,87,2019-06-24,4.18,1,0,8,0.0,1.0
16732,13377443,"Big, airy room in beautiful apartment",76004481,Sylvia,Brooklyn,Flatbush,40.65251,-73.96325,Private room,60,4,1,2017-07-03,0.04,1,0,7,0.5994,0.74
11422,8869383,Lefferts Garden/ Prospect Park Gem,46420811,Stacy,Brooklyn,Prospect-Lefferts Gardens,40.65631,-73.95535,Private room,40,10,12,2019-06-30,0.28,1,343,5,0.296,0.68
47046,35570674,Quiet Apartment for Large Groups,49658508,Kate,Manhattan,Kips Bay,40.74244,-73.97872,Entire home/apt,600,2,1,2019-07-02,1.0,1,226,5,0.0,0.64
8449,6492185,A beautiful and friendly beach area,33929905,Oleg,Brooklyn,Manhattan Beach,40.57872,-73.95251,Entire home/apt,145,4,59,2019-06-17,1.24,1,157,6,0.7964,0.7
17651,13879965,Private Micro Room 2,59529529,Han,Manhattan,Hell's Kitchen,40.76289,-73.99419,Private room,70,1,218,2019-07-02,5.98,6,184,4,0.0,0.4
20603,16368793,"Super Cute, Cozy, Sun-filled And Private",106634512,Katarina,Queens,Ridgewood,40.69821,-73.8974,Entire home/apt,60,3,63,2019-06-28,4.42,2,50,8,0.7845,0.8
44441,34229313,Astoria's Retreat 10min away from the city. Prkg,247092108,Jackie,Queens,Astoria,40.76683,-73.91435,Entire home/apt,199,1,12,2019-07-06,7.06,3,283,10,0.2023,0.96
